0.000000, 0.000000 
1.000000, 0.000532 
0.015954, 0.015073 

0.000000, 0.000000 
0.999995, 0.003194 
0.030962, 0.029252 

0.000000, 0.000000 
0.999983, 0.005856 
0.042797, 0.040433 

0.000000, 0.000000 
0.999964, 0.008517 
0.053100, 0.050168 

0.000000, 0.000000 
0.999938, 0.011179 
0.062429, 0.058980 

0.000000, 0.000000 
0.999904, 0.013840 
0.071057, 0.067132 

0.000000, 0.000000 
0.999864, 0.016502 
0.079148, 0.074775 

0.000000, 0.000000 
0.999816, 0.019163 
0.086806, 0.082010 

0.000000, 0.000000 
0.999762, 0.021824 
0.094105, 0.088905 

0.000000, 0.000000 
0.999700, 0.024485 
0.101099, 0.095512 

0.000000, 0.000000 
0.999631, 0.027146 
0.107829, 0.101869 

0.000000, 0.000000 
0.999556, 0.029807 
0.114326, 0.108007 

0.000000, 0.000000 
0.999473, 0.032467 
0.120617, 0.113950 

0.000000, 0.000000 
0.999383, 0.035127 
0.126723, 0.119717 

0.000000, 0.000000 
0.999286, 0.037787 
0.132661, 0.125326 

0.000000, 0.000000 
0.999182, 0.040447 
0.138446, 0.130790 

0.000000, 0.000000 
0.999070, 0.043106 
0.144090, 0.136121 

0.000000, 0.000000 
0.998952, 0.045765 
0.149604, 0.141329 

0.000000, 0.000000 
0.998827, 0.048424 
0.154998, 0.146423 

0.000000, 0.000000 
0.998694, 0.051082 
0.160280, 0.151411 

0.000000, 0.000000 
0.998555, 0.053740 
0.165457, 0.156300 

0.000000, 0.000000 
0.998408, 0.056398 
0.170535, 0.161096 

0.000000, 0.000000 
0.998255, 0.059055 
0.175521, 0.165805 

0.000000, 0.000000 
0.998094, 0.061712 
0.180420, 0.170431 

0.000000, 0.000000 
0.997926, 0.064369 
0.185236, 0.174978 

0.000000, 0.000000 
0.997751, 0.067025 
0.189973, 0.179451 

0.000000, 0.000000 
0.997569, 0.069680 
0.194636, 0.183854 

0.000000, 0.000000 
0.997380, 0.072335 
0.199228, 0.188190 

0.000000, 0.000000 
0.997184, 0.074989 
0.203752, 0.192461 

0.000000, 0.000000 
0.996981, 0.077643 
